"SAMPLE_POINT","SAMPLE_DATE","TEST","TEST_METHOD","RESULT","OPERATOR","RESULT_UNITS","STATUS"
"Lake Alexandrina: Middle",02/09/2008 10:47:00,"temperature","field test","12.2","=","Degrees C",""
"Lake Alexandrina: Middle",02/09/2008 10:48:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","10.73","=","mg/L",""
"Lake Alexandrina: Middle",02/09/2008 10:48:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2710.4","=","uS/cm",""
"Lake Alexandrina: Middle",02/09/2008 10:48:00,"Turbidity","Field nephelometer probe (UofA)","50.2","=","NTU",""
"Lake Alexandrina: Middle",02/09/2008 10:48:00,"sampling depth","measured from water surface","2.25","=","Metres (m)",""
"Lake Alexandrina: Middle",02/09/2008 10:48:00,"temperature","field test","12.2","=","Degrees C",""
"Lake Alexandrina: Middle",02/09/2008 10:49:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","10.76","=","mg/L",""
"Lake Alexandrina: Middle",02/09/2008 10:49:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2710.4","=","uS/cm",""
"Lake Alexandrina: Middle",02/09/2008 10:49:00,"Turbidity","Field nephelometer probe (UofA)","52.2","=","NTU",""
"Lake Alexandrina: Middle",02/09/2008 10:49:00,"sampling depth","measured from water surface","2.5","=","Metres (m)",""
"Lake Alexandrina: Middle",02/09/2008 10:49:00,"temperature","field test","12.2","=","Degrees C",""
"Lake Alexandrina: Middle",16/09/2008 15:05:00,"alkalinity (as CaCO3)","Calculation","178","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:05:00,"bicarbonate","potentiometric titration","210","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:05:00,"carbonate","Potentiometric titration method","3","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:05:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:25:00,"Acid Neutralising Capacity (as CaCO3)","titration of unfiltered field sample","178","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:25:00,"Electrical Conductivity (25C)","electrometric (WTW field probe)","3890","=","uS/cm",""
"Lake Alexandrina: Middle",16/09/2008 15:25:00,"alkalinity (as CaCO3)","field titration","170","=","mg/L",""
"Lake Alexandrina: Middle",16/09/2008 15:25:00,"pH","Electrometric method (field test)","8.58","=","pH Units",""
"Lake Alexandrina: Middle",16/09/2008 15:25:00,"temperature","field test","13.5","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.28","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","2.44","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"Volatile Suspended Solids","Muffle furnace @ 550C","45.1","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"alkalinity (as CaCO3)","Calculation","197","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","1.38","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"ammonia (as N)","Auto phenate method",".008","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"arsenic (inorganic)","Hydride generation: Ag DDC colorimetry",".001","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"bathymetric depth","Measured depth to bottom","2.7","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"bicarbonate","potentiometric titration","227","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"calcium (soluble)","Filtration (0.45 um): ICP","58.8","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"carbonate","Potentiometric titration method","7","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"chloride","Automated ferricyanide colorimetric method","1160","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","59.9","=","ug/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"iron (soluble)","Filtration (0.45 um): ICP2",".005","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"iron (total)","Acid digest: ICP2","1.71","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"magnesium (soluble)","Filtration (0.45 um): ICP","90.1","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"manganese (soluble)","Filtration (0.45 um): ICP2",".001","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"manganese (total)","Acid digest: ICP2",".035","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"nitrogen (total as N)","sum of oxidised N and TKN","2.44","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"organic carbon (dissolved)","Combustion: IR detection","9.7","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"organic carbon (total)","Combustion: IR detection","22.6","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction (field filtered sample)",".005","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"pH","Electrometric: TPS 90 (Uni of Adelaide field test)","8.58","=","pH Units",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"pH","Electometric method","8.5","=","pH Units",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","<","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".172","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"potassium (soluble)","Filtration (0.45 um): ICP","27.7","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"sampling depth","measured from water surface","0","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"sodium (soluble)","Filtration (0.45 um): ICP","715","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"strontium (soluble)","Filtration (0.45 um): ICP-MS",".88","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","195","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"sulphur - (total as S)","Acid digest: ICP","60.9","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"suspended solids (total inorganic)","Muffle furnace @ 550C (Uni of Adelaide)","53.9","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"suspended solids (total)","Total suspended solids dried at 103-105 C","99","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:43:00,"temperature","field test","15.2","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:44:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.25","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:44:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:44:00,"sampling depth","measured from water surface",".29","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:44:00,"temperature","field test","15.19","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:45:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.29","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:45:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:45:00,"sampling depth","measured from water surface",".51","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:45:00,"temperature","field test","15.19","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:46:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.27","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:46:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:46:00,"sampling depth","measured from water surface",".78","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:46:00,"temperature","field test","15.2","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:47:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.3","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:47:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:47:00,"sampling depth","measured from water surface","1.04","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:47:00,"temperature","field test","15.18","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:48:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.27","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:48:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:48:00,"sampling depth","measured from water surface","1.3","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:48:00,"temperature","field test","15.18","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:49:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.3","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:49:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2450","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:49:00,"sampling depth","measured from water surface","1.52","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:49:00,"temperature","field test","15.18","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:50:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.3","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:50:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2450","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:50:00,"sampling depth","measured from water surface","1.72","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:50:00,"temperature","field test","15.17","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:51:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.23","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:51:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2450","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:51:00,"sampling depth","measured from water surface","2.07","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:51:00,"temperature","field test","15.16","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:52:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.12","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:52:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2450","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:52:00,"sampling depth","measured from water surface","2.21","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:52:00,"temperature","field test","15.16","=","Degrees C",""
"Lake Alexandrina: Middle",02/10/2008 07:53:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","8.14","=","mg/L",""
"Lake Alexandrina: Middle",02/10/2008 07:53:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","2460","=","uS/cm",""
"Lake Alexandrina: Middle",02/10/2008 07:53:00,"sampling depth","measured from water surface","2.5","=","Metres (m)",""
"Lake Alexandrina: Middle",02/10/2008 07:53:00,"temperature","field test","15.15","=","Degrees C",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"Acid Neutralising Capacity (as CaCO3)","titration of unfiltered field sample","180","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"Electrical Conductivity (25C)","electrometric (WTW field probe)","4380","=","uS/cm",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"alkalinity (as CaCO3)","field titration","180","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"alkalinity (as CaCO3)","Calculation","185","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"bicarbonate","potentiometric titration","209","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"carbonate","Potentiometric titration method","8","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"pH","Electrometric method (field test)","8.18","=","pH Units",""
"Lake Alexandrina: Middle",15/10/2008 09:20:00,"temperature","field test","16.7","=","Degrees C",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","9.54","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4256","=","uS/cm",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"TKN (as N)","Kjeldahl digest/ automated colorimetric method","3.01","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"Turbidity","Field nephelometer probe (UofA)","109.3","=","NTU",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"Volatile Suspended Solids","Muffle furnace @ 550C","62.5","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"alkalinity (as CaCO3)","Calculation","189","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"aluminium (soluble)","Filtration (0.45 um): ICP2",".01","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"aluminium (total)","Acid digest: ICP2 (high level detection)","3.65","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"ammonia (as N)","Auto phenate method",".006","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"arsenic (inorganic)","Hydride generation: Ag DDC colorimetry",".001","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"bathymetric depth","Measured depth to bottom","2.7","=","Metres (m)",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"bicarbonate","potentiometric titration","231","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"calcium (soluble)","Filtration (0.45 um): ICP","58.4","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"carbonate","Potentiometric titration method","0","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"chloride","Automated ferricyanide colorimetric method","1140","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"chlorophyll pigments (total)","absorbance@665nm - 99% methanol","88.9","=","ug/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"hydroxide","Automated Acidimetric Titration","0","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"iron (soluble)","Filtration (0.45 um): ICP2",".005","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"iron (total)","Acid digest: ICP2","3.78","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"magnesium (soluble)","Filtration (0.45 um): ICP","91","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"manganese (soluble)","Filtration (0.45 um): ICP2",".001","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"manganese (total)","Acid digest: ICP2",".078","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"nitrogen (total as N)","sum of oxidised N and TKN","3.01","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"organic carbon (dissolved)","Combustion: IR detection","9.5","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"organic carbon (total)","Combustion: IR detection","27","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"oxidised nitrogen (as N)","Colorimetric: Cd reduction (field filtered sample)",".005","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"pH","Electometric method","8.2","=","pH Units",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"pH","Electrometric: TPS 90 (Uni of Adelaide field test)","8.6","=","pH Units",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"phosphorus (sol as P)","MF(0.45um): colorimetry (field filtered)",".005","<","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"phosphorus (total as P)","Ascorbic acid: automated flow colorimetry (water)",".223","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"potassium (soluble)","Filtration (0.45 um): ICP","27.4","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"sampling depth","measured from water surface","0","=","Metres (m)",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"sodium (soluble)","Filtration (0.45 um): ICP","709","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"strontium (soluble)","Filtration (0.45 um): ICP-MS","1.17","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"sulphate","0.45um filtration/1% HNO3, ICP emission spectro","192","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"sulphur - (total as S)","Acid digest: ICP","62.5","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"suspended solids (total inorganic)","Muffle furnace @ 550C (Uni of Adelaide)","81.9","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"suspended solids (total)","Total suspended solids dried at 103-105 C","144.4","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:17:00,"temperature","field test","18","=","Degrees C",""
"Lake Alexandrina: Middle",30/10/2008 07:18:00,"Dissolved Oxygen","TPS 90 oxygen probe - Uni of Adelaide field test","9.36","=","mg/L",""
"Lake Alexandrina: Middle",30/10/2008 07:18:00,"Electrical Conductivity (25C)","electrometric (TPS 90 field probe- Uni of Adelaide)","4256","=","uS/cm",""
"Lake Alexandrina: Middle",30/10/2008 07:18:00,"Turbidity","Field nephelometer probe (UofA)","110.6","=","NTU",""
"Lake Alexandrina: Middle",30/10/2008 07:18:00,"sampling depth","measured from water surface",".25","=","Metres (m)",""
"Lake Alexandrina: Middle",30/10/2008 07:18:00,"temperature","field test","18","=","Degrees C",""
